variant,model,seed,d_common_acc,d_common_auc,d_common_ece,d_sex_dp_diff,d_sex_tpr_gap,d_race_dp_diff,d_race_tpr_gap,d_own_acc,d_own_auc,d_own_ece,d_common_posrate_pred,churn_vs_base,abs_d_common_acc
V5_uniform,hgb,1,-0.0010000000000000009,0.0020364042660431236,0.0005527592125552979,0.003047081643449079,0.0214590812788249,-0.005883988428832948,-0.005482456140350922,-0.009365592596722094,-0.0018278506238943448,-0.0030830901816267797,-0.0040000000000000036,0.024,0.0010000000000000009
V5_uniform,hgb,2,-0.005750000000000033,-0.001626710492450334,-0.002007334768891476,0.00825956621407159,0.0036514500207778244,-0.0050858153236740256,-0.0331871345029241,-0.003456349648790269,-0.003371601644083788,-0.00022341052872373347,0.0017500000000000016,0.01725,0.005750000000000033
V5_uniform,hgb,3,0.0012499999999999734,0.0006441156914892554,0.003062413378481005,-0.007921001587021692,-0.04543194065031231,-0.007192929841989826,-0.04115497076023389,-0.0023413981491804403,-0.001658867082626747,-0.005030355679400996,0.002250000000000002,0.02025,0.0012499999999999734
V5_uniform,hgb,4,0.0024999999999999467,-0.00035138153097136193,-0.0011773745973931576,0.010537824016928266,0.031963812495316435,-0.012205331983780376,-0.08998538011695911,0.004794291448321997,0.003044090009046485,-0.0012226678787125664,-0.0005000000000000004,0.02,0.0024999999999999467
V5_hist,logreg,0,0.0010000000000000009,-0.0005583229667123213,-0.0017917983361132699,-0.0011426556162933976,-0.007350586888841937,-0.009881101885000632,-0.04115497076023378,0.00033029860808964084,-3.801860033758597e-05,-0.0009363709284582059,0.0015000000000000013,0.009,0.0010000000000000009
V5_hist,logreg,1,0.0007500000000000284,-0.000567036290322398,0.0019781379619654895,-0.0048880268030329355,-0.01228276937959405,-0.009226631178422151,-0.04554093567251449,-0.0017881092411689004,3.378463279302135e-05,0.0013765414471865372,-0.0002500000000000002,0.00925,0.0007500000000000284
V5_hist,logreg,2,0.0020000000000000018,-0.0005677065459848141,0.0002778064268796846,-0.0022712043731264175,-0.004884495643465825,-0.010171630647348107,-0.038961988304093476,0.0031176773571141014,-0.001124718437496841,-0.003384445160593631,0.0015000000000000013,0.0085,0.0020000000000000018
V5_hist,logreg,3,0.000500000000000056,-0.00028418840082344854,0.0024666435707635694,-0.0030188679245282957,-0.009816678134217938,-0.001816585755968353,-0.02002923976608173,-0.003014555890739623,-0.0041695451480256995,-0.007754147605711018,0.0010000000000000009,0.007,0.000500000000000056
V5_hist,logreg,4,-0.0014999999999999458,-0.0005455881091283032,-0.0020523313819439115,-0.0033856462704989765,-0.0036991368680641123,-0.011624274459085426,-0.04992690058479521,0.005459075506294653,0.0012245272863091738,-0.005691496695992149,0.0,0.01,0.0014999999999999458
V5_hist,rf,0,0.0017500000000000293,0.00011645692132811192,0.00040351273405648397,0.005988361840945172,0.019088363728021474,0.0010887018675063975,-0.012353801169590728,0.005465422818052401,-0.00012156618514380657,0.004929512592944114,0.003250000000000003,0.01375,0.0017500000000000293
V5_hist,rf,1,0.00024999999999997247,-0.0004299690073782392,0.0030956809637402403,0.006369247046376286,0.014156181237269472,-0.005449757267905017,-0.04005847953216374,-0.0017600156817340062,-0.0020418427669969264,0.0005752278881038832,0.0027500000000000024,0.01225,0.00024999999999997247
V5_hist,rf,2,0.0017499999999999183,-0.0004363364361702482,0.0027268681935639257,0.006341033327455475,-0.0017780381631026243,0.003412931966286184,-0.007967836257309902,0.0027666084377795386,-0.0021944216865228405,0.0026739498512151835,0.005750000000000005,0.01375,0.0017499999999999183
V5_hist,rf,3,0.000500000000000056,-0.00019789298429995217,0.0009441867560461559,0.00036677834597073633,-0.0030587706330770237,0.004431344617095601,0.004385964912280715,-0.0002441554556775749,-0.005060774518005129,0.0028770562413711273,0.0010000000000000009,0.01,0.000500000000000056
V5_hist,rf,4,0.0015000000000000568,-0.00016370994552172835,0.0021502810176721246,0.0033715394110386265,0.020914088738410386,-0.0009449994689259,-0.016739766081871332,0.005644130933598612,0.00023836487065731493,0.0005468662646774848,0.0015000000000000013,0.0105,0.0015000000000000568
V5_hist,hgb,0,-0.007000000000000006,-0.001844543582704139,-0.00046082445737595165,0.00033856462704989765,-0.007398273736128225,-0.004578170980862578,-0.05211988304093573,-0.003282193419962387,-0.0020722865499267495,5.75425381733009e-05,0.0040000000000000036,0.026,0.007000000000000006
V5_hist,hgb,1,-0.0004999999999999449,0.0007448216047530876,0.00027186588970587455,-0.0037947451948510402,-0.012875448767295072,0.0034863451481696728,0.003289473684210509,-0.0057809482815227575,-0.0008053850179877697,-0.0072121714739688736,0.003500000000000003,0.026,0.0004999999999999449
V5_hist,hgb,2,-0.0040000000000000036,-0.0005397233720831895,-0.00010314559628162891,0.00036677834597073633,-0.02767199623955141,0.00029052876234747504,0.015643274853801126,-0.001634671174310931,-0.004331064170618459,-0.0009062720669833621,0.0010000000000000009,0.0225,0.0040000000000000036
V5_hist,hgb,3,0.0007500000000000284,0.0003453492300102834,0.0022690284581886877,-0.0041967906894727625,-0.023284806289213922,-0.008501871255146731,-0.08121345029239768,-0.005512886108203441,-0.0055884207699873345,-0.005646361807056714,0.0062500000000000056,0.02325,0.0007500000000000284
V5_hist,hgb,4,-0.0010000000000000009,0.00029876646147908303,0.0012132745533827982,0.0037383177570093906,0.0036991368680641123,0.003776873910517148,-0.041154970760234,0.004587705820337407,-0.0010949177904835405,-0.004247774093876623,0.0025000000000000022,0.019,0.0010000000000000009
